"ensembl_gene_id","logFC","P.Value","adj.P.Val"
"ENSMUSG00000032666",0,1,1
"ENSMUSG00000039382",0,1,1
"ENSMUSG00000047539",0,1,1
"ENSMUSG00000039128",0,1,1
"ENSMUSG00000038696",0,1,1
"ENSMUSG00000041355",0,1,1
"ENSMUSG00000022995",0,1,1
"ENSMUSG00000027763",0,1,1
"ENSMUSG00000037395",0,1,1
"ENSMUSG00000001420",0,1,1
"ENSMUSG00000026470",0,1,1
"ENSMUSG00000026558",0,1,1
"ENSMUSG00000028080",0,1,1
"ENSMUSG00000026857",0,1,1
"ENSMUSG00000026773",0,1,1
"ENSMUSG00000037174",0,1,1
"ENSMUSG00000038975",0,1,1
"ENSMUSG00000059741",0,1,1
"ENSMUSG00000037400",0,1,1
"ENSMUSG00000040351",0,1,1
"ENSMUSG00000005057",0,1,1
"ENSMUSG00000062127",0,1,1
"ENSMUSG00000029291",0,1,1
"ENSMUSG00000025437",0,1,1
"ENSMUSG00000070733",0,1,1
"ENSMUSG00000039456",0,1,1
"ENSMUSG00000029594",0,1,1
"ENSMUSG00000029166",0,1,1
"ENSMUSG00000078435",0,1,1
"ENSMUSG00000033788",0,1,1
"ENSMUSG00000004270",0,1,1
"ENSMUSG00000034023",0,1,1
"ENSMUSG00000035236",0,1,1
"ENSMUSG00000029569",0,1,1
"ENSMUSG00000001909",0,1,1
"ENSMUSG00000004947",0,1,1
"ENSMUSG00000023262",0,1,1
"ENSMUSG00000026307",0,1,1
"ENSMUSG00000025878",0,1,1
"ENSMUSG00000026604",0,1,1
"ENSMUSG00000030750",0,1,1
"ENSMUSG00000031532",0,1,1
"ENSMUSG00000039286",0,1,1
"ENSMUSG00000027742",0,1,1
"ENSMUSG00000043279",0,1,1
"ENSMUSG00000034951",0,1,1
"ENSMUSG00000048039",0,1,1
"ENSMUSG00000020536",0,1,1
"ENSMUSG00000034485",0,1,1
"ENSMUSG00000054277",0,1,1
"ENSMUSG00000055041",0,1,1
"ENSMUSG00000022150",0,1,1
"ENSMUSG00000038034",0,1,1
"ENSMUSG00000062604",0,1,1
"ENSMUSG00000021900",0,1,1
"ENSMUSG00000017176",0,1,1
"ENSMUSG00000050891",0,1,1
"ENSMUSG00000020258",0,1,1
"ENSMUSG00000055762",0,1,1
"ENSMUSG00000021592",0,1,1
"ENSMUSG00000024807",0,1,1
"ENSMUSG00000023994",0,1,1
"ENSMUSG00000021952",0,1,1
"ENSMUSG00000032423",0,1,1
"ENSMUSG00000022146",0,1,1
"ENSMUSG00000079043",0,1,1
"ENSMUSG00000030763",0,1,1
"ENSMUSG00000035585",0,1,1
"ENSMUSG00000034342",0,1,1
"ENSMUSG00000051793",0,1,1
"ENSMUSG00000049553",0,1,1
"ENSMUSG00000060860",0,1,1
"ENSMUSG00000042289",0,1,1
"ENSMUSG00000002968",0,1,1
"ENSMUSG00000015149",0,1,1
"ENSMUSG00000004565",0,1,1
"ENSMUSG00000087687",0,1,1
"ENSMUSG00000055670",0,1,1
"ENSMUSG00000041720",0,1,1
"ENSMUSG00000003992",0,1,1
"ENSMUSG00000030649",0,1,1
"ENSMUSG00000024236",0,1,1
"ENSMUSG00000061313",0,1,1
"ENSMUSG00000031959",0,1,1
"ENSMUSG00000030465",0,1,1
"ENSMUSG00000031858",0,1,1
"ENSMUSG00000040111",0,1,1
"ENSMUSG00000031669",0,1,1
"ENSMUSG00000034312",0,1,1
"ENSMUSG00000001472",0,1,1
"ENSMUSG00000038697",0,1,1
"ENSMUSG00000035208",0,1,1
"ENSMUSG00000032193",0,1,1
"ENSMUSG00000032254",0,1,1
"ENSMUSG00000003308",0,1,1
"ENSMUSG00000032348",0,1,1
"ENSMUSG00000032497",0,1,1
"ENSMUSG00000033392",0,1,1
"ENSMUSG00000059263",0,1,1
"ENSMUSG00000057193",0,1,1
"ENSMUSG00000018068",0,1,1
"ENSMUSG00000039914",0,1,1
"ENSMUSG00000019857",0,1,1
"ENSMUSG00000059436",0,1,1
"ENSMUSG00000032705",0,1,1
"ENSMUSG00000019873",0,1,1
"ENSMUSG00000059791",0,1,1
"ENSMUSG00000021286",0,1,1
"ENSMUSG00000021598",0,1,1
"ENSMUSG00000052180",0,1,1
"ENSMUSG00000021003",0,1,1
"ENSMUSG00000021156",0,1,1
"ENSMUSG00000020974",0,1,1
"ENSMUSG00000021068",0,1,1
"ENSMUSG00000071647",0,1,1
"ENSMUSG00000021733",0,1,1
"ENSMUSG00000074886",0,1,1
"ENSMUSG00000023923",0,1,1
"ENSMUSG00000069089",0,1,1
"ENSMUSG00000015176",0,1,1
"ENSMUSG00000021629",0,1,1
"ENSMUSG00000024068",0,1,1
"ENSMUSG00000022000",0,1,1
"ENSMUSG00000022100",0,1,1
"ENSMUSG00000018334",0,1,1
"ENSMUSG00000021840",0,1,1
"ENSMUSG00000039007",0,1,1
"ENSMUSG00000059586",0,1,1
"ENSMUSG00000037204",0,1,1
"ENSMUSG00000018830",0,1,1
"ENSMUSG00000033020",0,1,1
"ENSMUSG00000052369",0,1,1
"ENSMUSG00000022404",0,1,1
"ENSMUSG00000022671",0,1,1
"ENSMUSG00000023018",0,1,1
"ENSMUSG00000031093",0,1,1
"ENSMUSG00000041215",0,1,1
"ENSMUSG00000045975",0,1,1
"ENSMUSG00000049076",0,1,1
"ENSMUSG00000033918",0,1,1
"ENSMUSG00000069729",0,1,1
"ENSMUSG00000012017",0,1,1
"ENSMUSG00000038160",0,1,1
"ENSMUSG00000037013",0,1,1
"ENSMUSG00000024259",0,1,1
"ENSMUSG00000036103",0,1,1
"ENSMUSG00000036775",0,1,1
"ENSMUSG00000058624",0,1,1
"ENSMUSG00000002625",0,1,1
"ENSMUSG00000056612",0,1,1
"ENSMUSG00000025225",0,1,1
"ENSMUSG00000024927",0,1,1
"ENSMUSG00000034108",0,1,1
"ENSMUSG00000024926",0,1,1
"ENSMUSG00000024516",0,1,1
"ENSMUSG00000057561",0,1,1
"ENSMUSG00000013465",0,1,1
"ENSMUSG00000050953",0,1,1
"ENSMUSG00000066151",0,1,1
"ENSMUSG00000038957",0,1,1
"ENSMUSG00000000440",0,1,1
"ENSMUSG00000020226",0,1,1
"ENSMUSG00000022035",0,1,1
"ENSMUSG00000032834",0,1,1
"ENSMUSG00000015143",0,1,1
"ENSMUSG00000034889",0,1,1
"ENSMUSG00000060681",0,1,1
"ENSMUSG00000034621",0,1,1
"ENSMUSG00000042446",0,1,1
"ENSMUSG00000057637",0,1,1
"ENSMUSG00000033326",0,1,1
"ENSMUSG00000044700",0,1,1
"ENSMUSG00000025583",0,1,1
"ENSMUSG00000025531",0,1,1
"ENSMUSG00000031153",0,1,1
"ENSMUSG00000039069",0,1,1
"ENSMUSG00000027282",0,1,1
"ENSMUSG00000033792",0,1,1
"ENSMUSG00000051675",0,1,1
"ENSMUSG00000007659",0,1,1
"ENSMUSG00000036646",0,1,1
"ENSMUSG00000026643",0,1,1
"ENSMUSG00000049999",0,1,1
"ENSMUSG00000000876",0,1,1
"ENSMUSG00000025781",0,1,1
"ENSMUSG00000040174",0,1,1
"ENSMUSG00000031171",0,1,1
"ENSMUSG00000070972",0,1,1
"ENSMUSG00000002550",0,1,1
"ENSMUSG00000028212",0,1,1
"ENSMUSG00000040738",0,1,1
"ENSMUSG00000027384",0,1,1
"ENSMUSG00000039476",0,1,1
"ENSMUSG00000033526",0,1,1
"ENSMUSG00000027580",0,1,1
"ENSMUSG00000026739",0,1,1
"ENSMUSG00000043241",0,1,1
"ENSMUSG00000070953",0,1,1
"ENSMUSG00000026730",0,1,1
"ENSMUSG00000005233",0,1,1
"ENSMUSG00000074576",0,1,1
"ENSMUSG00000063019",0,1,1
"ENSMUSG00000000320",0,1,1
"ENSMUSG00000014767",0,1,1
"ENSMUSG00000024429",0,1,1
"ENSMUSG00000036391",0,1,1
"ENSMUSG00000031200",0,1,1
"ENSMUSG00000036398",0,1,1
"ENSMUSG00000033769",0,1,1
"ENSMUSG00000061759",0,1,1
"ENSMUSG00000024790",0,1,1
"ENSMUSG00000062115",0,1,1
"ENSMUSG00000037316",0,1,1
"ENSMUSG00000049128",0,1,1
"ENSMUSG00000030284",0,1,1
"ENSMUSG00000038545",0,1,1
"ENSMUSG00000003423",0,1,1
"ENSMUSG00000062070",0,1,1
"ENSMUSG00000020774",0,1,1
"ENSMUSG00000038954",0,1,1
"ENSMUSG00000024201",0,1,1
"ENSMUSG00000018395",0,1,1
"ENSMUSG00000020364",0,1,1
"ENSMUSG00000047694",0,1,1
"ENSMUSG00000073016",0,1,1
"ENSMUSG00000028277",0,1,1
"ENSMUSG00000029030",0,1,1
"ENSMUSG00000021643",0,1,1
"ENSMUSG00000028796",0,1,1
"ENSMUSG00000023026",0,1,1
"ENSMUSG00000048874",0,1,1
"ENSMUSG00000028402",0,1,1
"ENSMUSG00000025078",0,1,1
"ENSMUSG00000000708",0,1,1
"ENSMUSG00000034653",0,1,1
"ENSMUSG00000038095",0,1,1
"ENSMUSG00000039357",0,1,1
"ENSMUSG00000038039",0,1,1
"ENSMUSG00000031592",0,1,1
"ENSMUSG00000079470",0,1,1
"ENSMUSG00000024066",0,1,1
"ENSMUSG00000022125",0,1,1
"ENSMUSG00000062397",0,1,1
"ENSMUSG00000017291",0,1,1
"ENSMUSG00000028099",0,1,1
"ENSMUSG00000032232",0,1,1
"ENSMUSG00000027714",0,1,1
"ENSMUSG00000021188",0,1,1
"ENSMUSG00000030232",0,1,1
"ENSMUSG00000019087",0,1,1
"ENSMUSG00000059970",0,1,1
"ENSMUSG00000001105",0,1,1
"ENSMUSG00000058835",0,1,1
"ENSMUSG00000037652",0,1,1
"ENSMUSG00000075486",0,1,1
"ENSMUSG00000025262",0,1,1
"ENSMUSG00000024795",0,1,1
"ENSMUSG00000069171",0,1,1
"ENSMUSG00000024055",0,1,1
"ENSMUSG00000030516",0,1,1
"ENSMUSG00000034218",0,1,1
"ENSMUSG00000020268",0,1,1
"ENSMUSG00000037343",0,1,1
"ENSMUSG00000030059",0,1,1
"ENSMUSG00000034602",0,1,1
"ENSMUSG00000026064",0,1,1
"ENSMUSG00000028068",0,1,1
"ENSMUSG00000049382",0,1,1
"ENSMUSG00000031765",0,1,1
"ENSMUSG00000026113",0,1,1
"ENSMUSG00000035900",0,1,1
"ENSMUSG00000090247",0,1,1
"ENSMUSG00000022010",0,1,1
"ENSMUSG00000024830",0,1,1
"ENSMUSG00000033373",0,1,1
"ENSMUSG00000062210",0,1,1
"ENSMUSG00000025466",0,1,1
"ENSMUSG00000031851",0,1,1
"ENSMUSG00000024277",0,1,1
"ENSMUSG00000045752",0,1,1
"ENSMUSG00000027601",0,1,1
"ENSMUSG00000026289",0,1,1
"ENSMUSG00000071451",0,1,1
"ENSMUSG00000039763",0,1,1
"ENSMUSG00000034317",0,1,1
"ENSMUSG00000029276",0,1,1
"ENSMUSG00000036980",0,1,1
"ENSMUSG00000032349",0,1,1
"ENSMUSG00000029571",0,1,1
"ENSMUSG00000041890",0,1,1
"ENSMUSG00000019854",0,1,1
"ENSMUSG00000002205",0,1,1
"ENSMUSG00000020400",0,1,1
"ENSMUSG00000074457",0,1,1
"ENSMUSG00000047714",0,1,1
"ENSMUSG00000036580",0,1,1
"ENSMUSG00000032386",0,1,1
"ENSMUSG00000001663",0,1,1
"ENSMUSG00000027937",0,1,1
"ENSMUSG00000035203",0,1,1
"ENSMUSG00000003812",0,1,1
"ENSMUSG00000029470",0,1,1
"ENSMUSG00000005069",0,1,1
"ENSMUSG00000030254",0,1,1
"ENSMUSG00000036845",0,1,1
"ENSMUSG00000006732",0,1,1
"ENSMUSG00000106864",0,1,1
"ENSMUSG00000071649",0,1,1
"ENSMUSG00000074037",0,1,1
"ENSMUSG00000036873",0,1,1
"ENSMUSG00000020794",0,1,1
"ENSMUSG00000029863",0,1,1
"ENSMUSG00000038205",0,1,1
"ENSMUSG00000026240",0,1,1
"ENSMUSG00000025421",0,1,1
"ENSMUSG00000054434",0,1,1
"ENSMUSG00000038172",0,1,1
"ENSMUSG00000041625",0,1,1
"ENSMUSG00000024792",0,1,1
"ENSMUSG00000063063",0,1,1
"ENSMUSG00000012422",0,1,1
"ENSMUSG00000022558",0,1,1
"ENSMUSG00000024515",0,1,1
"ENSMUSG00000025066",0,1,1
"ENSMUSG00000039929",0,1,1
"ENSMUSG00000027506",0,1,1
"ENSMUSG00000068922",0,1,1
"ENSMUSG00000022119",0,1,1
"ENSMUSG00000027357",0,1,1
"ENSMUSG00000032648",0,1,1
"ENSMUSG00000030888",0,1,1
"ENSMUSG00000078776",0,1,1
"ENSMUSG00000021139",0,1,1
"ENSMUSG00000052337",0,1,1
"ENSMUSG00000002428",0,1,1
"ENSMUSG00000035623",0,1,1
"ENSMUSG00000047735",0,1,1
"ENSMUSG00000032332",0,1,1
"ENSMUSG00000017288",0,1,1
"ENSMUSG00000029478",0,1,1
"ENSMUSG00000026970",0,1,1
"ENSMUSG00000056234",0,1,1
"ENSMUSG00000038774",0,1,1
"ENSMUSG00000041977",0,1,1
"ENSMUSG00000023106",0,1,1
"ENSMUSG00000056917",0,1,1
"ENSMUSG00000021243",0,1,1
"ENSMUSG00000029106",0,1,1
"ENSMUSG00000052917",0,1,1
"ENSMUSG00000056938",0,1,1
"ENSMUSG00000004221",0,1,1
"ENSMUSG00000059890",0,1,1
"ENSMUSG00000007656",0,1,1
"ENSMUSG00000032215",0,1,1
"ENSMUSG00000052033",0,1,1
"ENSMUSG00000038546",0,1,1
"ENSMUSG00000071550",0,1,1
"ENSMUSG00000033237",0,1,1
"ENSMUSG00000004561",0,1,1
"ENSMUSG00000072889",0,1,1
"ENSMUSG00000002963",0,1,1
"ENSMUSG00000029761",0,1,1
"ENSMUSG00000026924",0,1,1
"ENSMUSG00000014907",0,1,1
"ENSMUSG00000035597",0,1,1
"ENSMUSG00000019792",0,1,1
"ENSMUSG00000001419",0,1,1
"ENSMUSG00000037679",0,1,1
"ENSMUSG00000040265",0,1,1
"ENSMUSG00000062510",0,1,1
"ENSMUSG00000022377",0,1,1
"ENSMUSG00000019984",0,1,1
"ENSMUSG00000037366",0,1,1
"ENSMUSG00000048279",0,1,1
"ENSMUSG00000005442",0,1,1
"ENSMUSG00000013833",0,1,1
"ENSMUSG00000030706",0,1,1
"ENSMUSG00000026014",0,1,1
"ENSMUSG00000024122",0,1,1
"ENSMUSG00000024921",0,1,1
"ENSMUSG00000022678",0,1,1
"ENSMUSG00000025173",0,1,1
"ENSMUSG00000013858",0,1,1
"ENSMUSG00000028007",0,1,1
"ENSMUSG00000036636",0,1,1
"ENSMUSG00000027981",0,1,1
"ENSMUSG00000038080",0,1,1
"ENSMUSG00000025316",0,1,1
"ENSMUSG00000002222",0,1,1
"ENSMUSG00000033880",0,1,1
"ENSMUSG00000026127",0,1,1
"ENSMUSG00000056342",0,1,1
"ENSMUSG00000027522",0,1,1
"ENSMUSG00000041870",0,1,1
"ENSMUSG00000044864",0,1,1
"ENSMUSG00000089917",0,1,1
"ENSMUSG00000039795",0,1,1
"ENSMUSG00000090523",0,1,1
"ENSMUSG00000020937",0,1,1
"ENSMUSG00000033991",0,1,1
"ENSMUSG00000022390",0,1,1
"ENSMUSG00000037112",0,1,1
"ENSMUSG00000059495",0,1,1
"ENSMUSG00000024924",0,1,1
"ENSMUSG00000032078",0,1,1
"ENSMUSG00000035247",0,1,1
"ENSMUSG00000031557",0,1,1
"ENSMUSG00000022992",0,1,1
"ENSMUSG00000006763",0,1,1
"ENSMUSG00000036167",0,1,1
"ENSMUSG00000029397",0,1,1
"ENSMUSG00000031753",0,1,1
"ENSMUSG00000048000",0,1,1
"ENSMUSG00000018727",0,1,1
"ENSMUSG00000035021",0,1,1
"ENSMUSG00000042632",0,1,1
"ENSMUSG00000031010",0,1,1
"ENSMUSG00000026586",0,1,1
"ENSMUSG00000063558",0,1,1
"ENSMUSG00000006050",0,1,1
"ENSMUSG00000032468",0,1,1
"ENSMUSG00000039828",0,1,1
"ENSMUSG00000025348",0,1,1
"ENSMUSG00000000568",0,1,1
"ENSMUSG00000071551",0,1,1
"ENSMUSG00000032400",0,1,1
"ENSMUSG00000024909",0,1,1
"ENSMUSG00000029629",0,1,1
"ENSMUSG00000038170",0,1,1
"ENSMUSG00000001418",0,1,1
"ENSMUSG00000050860",0,1,1
"ENSMUSG00000059552",0,1,1
"ENSMUSG00000018566",0,1,1
"ENSMUSG00000094018",0,1,1
"ENSMUSG00000023156",0,1,1
"ENSMUSG00000021711",0,1,1
"ENSMUSG00000094429",0,1,1
"ENSMUSG00000024963",0,1,1
"ENSMUSG00000056899",0,1,1
"ENSMUSG00000034533",0,1,1
"ENSMUSG00000030739",0,1,1
"ENSMUSG00000033075",0,1,1
"ENSMUSG00000000420",0,1,1
"ENSMUSG00000026946",0,1,1
"ENSMUSG00000026664",0,1,1
"ENSMUSG00000032316",0,1,1
"ENSMUSG00000020817",0,1,1
"ENSMUSG00000032757",0,1,1
"ENSMUSG00000007038",0,1,1
"ENSMUSG00000068566",0,1,1
"ENSMUSG00000024851",0,1,1
"ENSMUSG00000022809",0,1,1
"ENSMUSG00000020694",0,1,1
"ENSMUSG00000039989",0,1,1
"ENSMUSG00000024146",0,1,1
"ENSMUSG00000040356",0,1,1
"ENSMUSG00000047281",0,1,1
"ENSMUSG00000027109",0,1,1
"ENSMUSG00000021124",0,1,1
"ENSMUSG00000021288",0,1,1
"ENSMUSG00000036023",0,1,1
"ENSMUSG00000032582",0,1,1
"ENSMUSG00000055371",0,1,1
"ENSMUSG00000047804",0,1,1
"ENSMUSG00000029344",0,1,1
"ENSMUSG00000021258",0,1,1
"ENSMUSG00000035011",0,1,1
"ENSMUSG00000052102",0,1,1
"ENSMUSG00000053617",0,1,1
"ENSMUSG00000034994",0,1,1
"ENSMUSG00000026000",0,1,1
"ENSMUSG00000017697",0,1,1
"ENSMUSG00000031233",0,1,1
"ENSMUSG00000020029",0,1,1
"ENSMUSG00000098387",0,1,1
"ENSMUSG00000053985",0,1,1
"ENSMUSG00000066861",0,1,1
"ENSMUSG00000074743",0,1,1
"ENSMUSG00000028024",0,1,1
"ENSMUSG00000024369",0,1,1
"ENSMUSG00000030218",0,1,1
"ENSMUSG00000052131",0,1,1
"ENSMUSG00000052397",0,1,1
"ENSMUSG00000041417",0,1,1
"ENSMUSG00000020346",0,1,1
"ENSMUSG00000021948",0,1,1
"ENSMUSG00000032218",0,1,1
"ENSMUSG00000019988",0,1,1
"ENSMUSG00000004768",0,1,1
"ENSMUSG00000034789",0,1,1
"ENSMUSG00000037706",0,1,1
"ENSMUSG00000061130",0,1,1
"ENSMUSG00000032085",0,1,1
"ENSMUSG00000026942",0,1,1
"ENSMUSG00000030342",0,1,1
"ENSMUSG00000015243",0,1,1
"ENSMUSG00000028494",0,1,1
"ENSMUSG00000056220",0,1,1
"ENSMUSG00000029135",0,1,1
"ENSMUSG00000056758",0,1,1
"ENSMUSG00000056216",0,1,1
"ENSMUSG00000000957",0,1,1
"ENSMUSG00000030057",0,1,1
"ENSMUSG00000028426",0,1,1
"ENSMUSG00000027500",0,1,1
"ENSMUSG00000061032",0,1,1
"ENSMUSG00000019478",0,1,1
"ENSMUSG00000062248",0,1,1
"ENSMUSG00000031231",0,1,1
"ENSMUSG00000005360",0,1,1
"ENSMUSG00000001120",0,1,1
"ENSMUSG00000034205",0,1,1
"ENSMUSG00000017307",0,1,1
"ENSMUSG00000026176",0,1,1
"ENSMUSG00000028464",0,1,1
"ENSMUSG00000039849",0,1,1
"ENSMUSG00000034748",0,1,1
"ENSMUSG00000013822",0,1,1
"ENSMUSG00000031950",0,1,1
"ENSMUSG00000009293",0,1,1
"ENSMUSG00000036943",0,1,1
"ENSMUSG00000051853",0,1,1
"ENSMUSG00000036894",0,1,1
"ENSMUSG00000002728",0,1,1
"ENSMUSG00000030082",0,1,1
"ENSMUSG00000049354",0,1,1
"ENSMUSG00000071359",0,1,1
"ENSMUSG00000004771",0,1,1
"ENSMUSG00000009630",0,1,1
"ENSMUSG00000035783",0,1,1
"ENSMUSG00000054364",0,1,1
"ENSMUSG00000029838",0,1,1
"ENSMUSG00000042644",0,1,1
"ENSMUSG00000031168",0,1,1
"ENSMUSG00000057672",0,1,1
"ENSMUSG00000020733",0,1,1
"ENSMUSG00000020091",0,1,1
"ENSMUSG00000000127",0,1,1
"ENSMUSG00000030403",0,1,1
"ENSMUSG00000003184",0,1,1
"ENSMUSG00000038894",0,1,1
"ENSMUSG00000027996",0,1,1
"ENSMUSG00000029642",0,1,1
"ENSMUSG00000020844",0,1,1
"ENSMUSG00000021540",0,1,1
"ENSMUSG00000028886",0,1,1
"ENSMUSG00000049691",0,1,1
"ENSMUSG00000020038",0,1,1
"ENSMUSG00000030560",0,1,1
"ENSMUSG00000029591",0,1,1
"ENSMUSG00000022098",0,1,1
"ENSMUSG00000029428",0,1,1
"ENSMUSG00000020330",0,1,1
"ENSMUSG00000078317",0,1,1
"ENSMUSG00000021264",0,1,1
"ENSMUSG00000029661",0,1,1
"ENSMUSG00000021670",0,1,1
"ENSMUSG00000020122",0,1,1
"ENSMUSG00000020857",0,1,1
"ENSMUSG00000001552",0,1,1
"ENSMUSG00000020755",0,1,1
"ENSMUSG00000039480",0,1,1
"ENSMUSG00000070697",0,1,1
"ENSMUSG00000027575",0,1,1
"ENSMUSG00000020232",0,1,1
"ENSMUSG00000030867",0,1,1
"ENSMUSG00000022263",0,1,1
"ENSMUSG00000055069",0,1,1
"ENSMUSG00000050310",0,1,1
"ENSMUSG00000020962",0,1,1
"ENSMUSG00000028189",0,1,1
"ENSMUSG00000027068",0,1,1
"ENSMUSG00000031629",0,1,1
"ENSMUSG00000050373",0,1,1
"ENSMUSG00000051169",0,1,1
"ENSMUSG00000074476",0,1,1
"ENSMUSG00000023938",0,1,1
"ENSMUSG00000038886",0,1,1
"ENSMUSG00000034765",0,1,1
"ENSMUSG00000028863",0,1,1
"ENSMUSG00000000295",0,1,1
"ENSMUSG00000005312",0,1,1
"ENSMUSG00000028868",0,1,1
"ENSMUSG00000040188",0,1,1
"ENSMUSG00000031979",0,1,1
"ENSMUSG00000024525",0,1,1
"ENSMUSG00000029816",0,1,1
"ENSMUSG00000033417",0,1,1
"ENSMUSG00000025402",0,1,1
"ENSMUSG00000046201",0,1,1
"ENSMUSG00000020605",0,1,1
"ENSMUSG00000039050",0,1,1
"ENSMUSG00000041278",0,1,1
"ENSMUSG00000009905",0,1,1
"ENSMUSG00000024965",0,1,1
"ENSMUSG00000066357",0,1,1
"ENSMUSG00000006906",0,1,1
"ENSMUSG00000019977",0,1,1
"ENSMUSG00000017299",0,1,1
"ENSMUSG00000059208",0,1,1
"ENSMUSG00000026687",0,1,1
"ENSMUSG00000002658",0,1,1
"ENSMUSG00000024785",0,1,1
"ENSMUSG00000004748",0,1,1
"ENSMUSG00000046079",0,1,1
"ENSMUSG00000043702",0,1,1
"ENSMUSG00000109901",0,1,1
"ENSMUSG00000037058",0,1,1
"ENSMUSG00000004069",0,1,1
"ENSMUSG00000035683",0,1,1
"ENSMUSG00000037570",0,1,1
"ENSMUSG00000020677",0,1,1
"ENSMUSG00000041303",0,1,1
"ENSMUSG00000026393",0,1,1
"ENSMUSG00000031808",0,1,1
"ENSMUSG00000036188",0,1,1
"ENSMUSG00000028587",0,1,1
"ENSMUSG00000030315",0,1,1
"ENSMUSG00000018846",0,1,1
"ENSMUSG00000039449",0,1,1
"ENSMUSG00000049504",0,1,1
"ENSMUSG00000028678",0,1,1
"ENSMUSG00000030872",0,1,1
"ENSMUSG00000016253",0,1,1
"ENSMUSG00000033706",0,1,1
"ENSMUSG00000065990",0,1,1
"ENSMUSG00000010080",0,1,1
"ENSMUSG00000051984",0,1,1
"ENSMUSG00000028982",0,1,1
"ENSMUSG00000028948",0,1,1
"ENSMUSG00000034449",0,1,1
"ENSMUSG00000042229",0,1,1
"ENSMUSG00000012076",0,1,1
"ENSMUSG00000038838",0,1,1
"ENSMUSG00000035890",0,1,1
"ENSMUSG00000026965",0,1,1
"ENSMUSG00000026617",0,1,1
"ENSMUSG00000046861",0,1,1
"ENSMUSG00000047434",0,1,1
"ENSMUSG00000039994",0,1,1
"ENSMUSG00000031916",0,1,1
"ENSMUSG00000016831",0,1,1
"ENSMUSG00000034216",0,1,1
"ENSMUSG00000026042",0,1,1
"ENSMUSG00000021569",0,1,1
"ENSMUSG00000031722",0,1,1
"ENSMUSG00000033161",0,1,1
"ENSMUSG00000029624",0,1,1
"ENSMUSG00000028854",0,1,1
"ENSMUSG00000042015",0,1,1
"ENSMUSG00000014349",0,1,1
"ENSMUSG00000002524",0,1,1
"ENSMUSG00000024816",0,1,1
"ENSMUSG00000022443",0,1,1
"ENSMUSG00000040771",0,1,1
"ENSMUSG00000020412",0,1,1
"ENSMUSG00000022365",0,1,1
"ENSMUSG00000020628",0,1,1
"ENSMUSG00000024002",0,1,1
"ENSMUSG00000048078",0,1,1
"ENSMUSG00000027641",0,1,1
"ENSMUSG00000026816",0,1,1
"ENSMUSG00000040472",0,1,1
"ENSMUSG00000025151",0,1,1
"ENSMUSG00000078937",0,1,1
"ENSMUSG00000029111",0,1,1
"ENSMUSG00000022538",0,1,1
"ENSMUSG00000022299",0,1,1
"ENSMUSG00000030319",0,1,1
"ENSMUSG00000067995",0,1,1
"ENSMUSG00000033021",0,1,1
"ENSMUSG00000021751",0,1,1
"ENSMUSG00000017747",0,1,1
"ENSMUSG00000066880",0,1,1
"ENSMUSG00000040010",0,1,1
"ENSMUSG00000041685",0,1,1
"ENSMUSG00000029439",0,1,1
"ENSMUSG00000023074",0,1,1
"ENSMUSG00000029198",0,1,1
"ENSMUSG00000030386",0,1,1
"ENSMUSG00000036473",0,1,1
"ENSMUSG00000028145",0,1,1
"ENSMUSG00000073678",0,1,1
"ENSMUSG00000021548",0,1,1
"ENSMUSG00000018501",0,1,1
"ENSMUSG00000024797",0,1,1
"ENSMUSG00000006517",0,1,1
"ENSMUSG00000021065",0,1,1
"ENSMUSG00000020770",0,1,1
"ENSMUSG00000031918",0,1,1
"ENSMUSG00000053746",0,1,1
"ENSMUSG00000030801",0,1,1
"ENSMUSG00000032038",0,1,1
"ENSMUSG00000041132",0,1,1
"ENSMUSG00000030677",0,1,1
"ENSMUSG00000050705",0,1,1
"ENSMUSG00000027078",0,1,1
"ENSMUSG00000027828",0,1,1
"ENSMUSG00000054150",0,1,1
"ENSMUSG00000029213",0,1,1
"ENSMUSG00000062373",0,1,1
"ENSMUSG00000046985",0,1,1
"ENSMUSG00000042700",0,1,1
"ENSMUSG00000032733",0,1,1
"ENSMUSG00000003849",0,1,1
"ENSMUSG00000035686",0,1,1
